codigo;descricao;fabricacao;bitola;unidade 
LE-10-AD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-10-DB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-10-DD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-10-FB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-10-FD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-11-AB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-11-AD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-11-DB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-11-DD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-11-FB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-11-FD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-12-AB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FRIO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-12-AD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FRIO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-12-DB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FRIO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-12-DD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FRIO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-12-FB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FRIO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-12-FD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FRIO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LA-13-AB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO. L=200; R=320";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LA-13-AD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LA-13-DB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LA-13-DD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LA-13-FB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LA-13-FD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LA-13-IB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=320";pç 
LA-13-ID;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=520";pç 
LE-13-AB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-13-AD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-13-DB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-13-DD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-13-FB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-13-FD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-13-ID;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=520";pç 
LE-23-AB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-23-AD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-23-DB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-23-DD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-23-FB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-23-FD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-23-ID;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 90',   TIPO SEMI PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=520";pç 
LE-14-AB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-14-AD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-14-DB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-14-DD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-14-FB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-14-FD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-15-AB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-15-AD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-15-DB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-15-DD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-15-FB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-15-FD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-16-AB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO..";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-16-AD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO..";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-16-DB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO..";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-16-DD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO..";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-16-FB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO..";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-16-FD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO..";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-17-AB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-17-AD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-17-DB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-17-DD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-17-FB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-17-FD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 60',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-18-AB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-18-AD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-18-DB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-18-DD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-18-FB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-18-FD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 75',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LA-19-AB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LA-19-AD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LA-19-DB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LA-19-DD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LA-19-FB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LA-19-FD;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LA-19-IB;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=320";pç 
LA-19-ID;"LEITO PARA CABOS, CURVA VERTICAL INTERNA DE 90',   TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=520";pç 
