codigo;descricao;fabricacao;bitola;unidade 
LE-03-AD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 30',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-03-DB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 30',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-03-DD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 30',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-03-FB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 30',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-03-FD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 30',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LA-04-AB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LA-04-AD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LA-04-DB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LA-04-DD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LA-04-FB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LA-04-FD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LA-04-IB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=320";pç 
LA-04-ID;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=520";pç 
LE-04-AB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-04-AD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-04-DB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-04-DD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-04-FB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-04-FD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-04-ID;"LEITO PARA CABOS, CURVA HORIZONTAL DE 45',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=520";pç 
LA-05-AB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LA-05-AD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LA-05-DB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LA-05-DD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LA-05-FB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LA-05-FD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LA-05-IB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=320";pç 
LE-05-AB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-05-AD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-05-DB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-05-DD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-05-FB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-05-FD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 60',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LA-06-AB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LA-06-AD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LA-06-DB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LA-06-DD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LA-06-FB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LA-06-FD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LA-06-IB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=320";pç 
LE-06-AB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-06-AD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-06-DB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-06-DD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-06-FB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-06-FD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 75',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LA-07-AB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90°,  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA DENTRO, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO. L=200; R=320";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LA-07-AD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LA-07-DB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LA-07-DD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LA-07-FB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LA-07-FD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LA-07-IB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=320";pç 
LA-07-ID;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=520";pç 
LD-07-ID;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO PESADO, EM AÇO GALVANIZADO A FOGO, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19 X 100MM, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=520";pç 
LE-07-AB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-07-AD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-07-DB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-07-DD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-07-FB;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-07-FD;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-07-ID;"LEITO PARA CABOS, CURVA HORIZONTAL DE 90',  TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=800; R=520";pç 
LG-06-A;"LEITO PARA CABOS, CURVA VERTICAL ARTICULADA, TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ARTICULADA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm.";POLEODUTO OU SIMILAR;L=200;pç 
LG-06-D;"LEITO PARA CABOS, CURVA VERTICAL ARTICULADA, TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ARTICULADA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm.";POLEODUTO OU SIMILAR;L=400;pç 
LG-06-F;"LEITO PARA CABOS, CURVA VERTICAL ARTICULADA, TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ARTICULADA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm.";POLEODUTO OU SIMILAR;L=600;pç 
LG-06-I;"LEITO PARA CABOS, CURVA VERTICAL ARTICULADA, TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ARTICULADA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm.";POLEODUTO OU SIMILAR;L=600;pç 
LE-08-AB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-08-AD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-08-DB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-08-DD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-08-FB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-08-FD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 15',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-09-AB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICIA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
LE-09-AD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICIA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=520";pç 
LE-09-DB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICIA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=320";pç 
LE-09-DD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICIA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=400; R=520";pç 
LE-09-FB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICIA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=320";pç 
LE-09-FD;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 30',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICIA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=600; R=520";pç 
LE-10-AB;"LEITO PARA CABOS, CURVA VERTICAL EXTERNA DE 45',   TIPO SEMI PESADO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA, ABAS PARA FORA, CONSTITUÍDA DE DUAS LONGARINAS DE PERFIL TIPO ""U"" 19x100mm, RAIO SEGMENTADO.";POLEODUTO OU SIMILAR;"L=200; R=320";pç 
